5;201001;1;7.65
6;002001;1;0.00
6;002002;4;0.00
6;002004;1;0.00
6;002007;1;0.00
6;002010;1;0.00
6;002016;1;0.00
6;002018;1;0.00
6;002020;6;0.00
6;002021;18;0.00
6;002023;6;0.00
6;002024;6;0.00
6;002025;6;0.00
6;002027;12;0.00
6;002040;12;0.00
6;002100;6;0.00
6;002101;6;0.00
6;002102;6;1.80
6;002200;1;0.00
6;007002;6;0.00
6;007004;6;0.00
6;007021;36;0.00
6;010001;6;0.00
6;010019;6;0.00
6;011001;6;3.99
6;011005;6;0.00
6;011006;6;0.00
6;012002H;12;0.00
6;012003H;12;0.00
6;012004H;3;0.00
6;012008H;6;0.00
6;012010H;6;0.00
6;017001H;6;0.00
6;017005H;6;7.66
6;017010H;6;0.00
6;019003;6;0.00
6;019009;1;0.00
6;019011;6;2.70
6;019015;6;0.00
6;025001;6;0.00
6;025003;6;0.00
6;025010;6;0.00
6;025013;6;0.00
6;025015;6;0.00
6;025016;24;0.00
6;025021;6;0.00
6;025026;6;0.00
6;025031;6;0.00
6;025033;6;0.00
6;028001;6;0.00
6;028005;6;0.00
6;028008;1;0.00
6;029002;90;2.46
6;029010;276;2.16
6;029015;6;2.40
6;035001;6;0.00
6;035010;6;0.00
6;036001;6;0.00
6;036002;6;0.00
6;036011;1;0.00
6;037003;6;0.00
6;037005;6;3.85
6;037010;6;0.00
6;039002;1;0.00
6;039013;6;0.00
6;039017;6;0.00
6;039018;12;0.00
6;039028;6;0.00
6;039030;6;0.00
6;040004;6;0.00
6;040006;6;0.00
6;040007;1;0.00
6;040008;1;0.00
6;040009CB;3;0.00
6;041001/10;6;0.00
6;041016;6;0.00
6;046001;6;0.00
6;046010;6;0.00
6;046015;6;0.00
6;046020;6;0.00
6;046025;30;0.00
6;048003B;6;0.00
6;048020;6;0.00
6;049007;6;0.00
6;049014;6;0.00
6;049015;6;0.00
6;049020;6;0.00
6;049023;6;0.00
6;050001;6;0.00
6;050003;6;0.00
6;050005;6;0.00
6;050010;6;0.00
6;051000;6;0.00
6;051010/11;6;0.00
6;052021;6;0.00
6;052028;6;0.00
6;052039;6;0.00
6;052054;6;0.00
6;052055;6;0.00
6;052066;6;0.00
6;054002;6;0.00
6;054005;6;0.00
6;054011;6;0.00
6;054012;6;0.00
6;059004;6;0.00
6;059005;6;0.00
6;059006;6;0.00
6;059008;6;0.00
6;059010;6;0.00
6;059020;12;0.00
6;059021;1;0.00
6;059025;6;0.00
6;059026;1;0.00
6;059101;6;0.00
6;060015;6;0.00
6;062003;6;0.00
6;062021;6;0.00
6;062030;6;0.00
6;062031;6;0.00
6;062032;1;0.00
6;070002H;6;0.00
6;074012;24;0.00
6;075002;150;0.00
6;075013;6;0.00
6;080010;6;0.00
6;080015;6;0.00
6;082005H;80;0.00
6;083003;6;0.00
6;084001;1;0.00
6;084002;1;0.00
6;084004;6;0.00
6;084006;6;0.00
6;084007;6;0.00
6;084008;6;0.00
6;084015;6;0.00
6;084041;6;0.00
6;084050;6;0.00
6;086002P;1;0.00
6;086012P;1;0.00
6;089001;942;0.00
6;089002;6;0.00
6;089010;6;0.00
6;089901;1;0.00
6;089903;6;0.00
6;092002;6;6.05
6;094001;6;0.00
6;094004;6;0.00
6;095001;6;0.00
6;095004;6;0.00
6;095005;6;0.00
6;095010;6;0.00
6;095012;6;0.00
6;095014;6;0.00
6;095016;6;0.00
6;096010H;6;0.00
6;097003;6;0.00
6;097004;6;0.00
6;099001;6;0.00
6;099002;6;0.00
6;099003;60;0.00
6;099013;6;0.00
6;099016;6;0.00
6;099022;6;0.00
6;099023;6;0.00
6;100001H;12;0.00
6;107005H;6;0.00
6;110501;1;0.00
6;110600;6;0.00
6;113001;12;0.00
6;113005;12;0.00
6;114001;6;0.00
6;114005;48;0.00
6;114011;1;0.00
6;115005;6;0.00
6;115007;6;0.00
6;115011;1;0.00
6;116001;6;0.00
6;116005;6;0.00
6;119001;18;0.00
6;119002;6;0.00
6;119003;6;0.00
6;123002H;12;0.00
6;124001;24;0.00
6;124005CB;3;0.00
6;124010;6;0.00
6;127001H;6;0.00
6;127005H;6;0.00
6;127008H;6;0.00
6;127010H;6;0.00
6;127011H;6;0.00
6;134003;6;0.00
6;134004;6;0.00
6;134005;6;0.00
6;134007;6;0.00
6;134008;6;0.00
6;137001;6;0.00
6;137003;6;0.00
6;137004;6;0.00
6;139001H;6;0.00
6;140001;6;0.00
6;142001H;84;0.00
6;142002H;6;0.00
6;142003H;6;0.00
6;142004H;6;0.00
6;143001;6;0.00
6;143002;6;0.00
6;143003;6;0.00
6;152001;6;0.00
6;153001;6;0.00
6;153003;6;0.00
6;153005;6;0.00
6;153012;6;0.00
6;154001H;6;0.00
6;154003H;6;0.00
6;156001H;4;0.00
6;157001;6;0.00
6;158001H;6;0.00
6;159001H;6;0.00
6;159002H;6;0.00
6;160001H;6;0.00
6;160002H;6;0.00
6;162001;6;0.00
6;162003;6;0.00
6;163001;6;0.00
6;163001H;6;0.00
6;163002;6;0.00
6;163002H;6;0.00
6;163003;6;0.00
6;163005;6;0.00
6;163006;6;0.00
6;163006H;6;0.00
6;164002;6;0.00
6;164005/12;6;0.00
6;164010;1;0.00
6;168001;6;0.00
6;168002;6;0.00
6;169001;6;0.00
6;169002;18;0.00
6;169003CB;6;0.00
6;169010;1;0.00
6;169011;6;0.00
6;169012;6;0.00
6;171001H;6;0.00
6;171004H;6;0.00
6;174001;6;0.00
6;174002;6;0.00
6;174003;6;0.00
6;174005;6;0.00
6;174006;6;0.00
6;174007;6;0.00
6;174009;6;0.00
6;174011;1;0.00
6;174016;1;0.00
6;174020;1;0.00
6;175001;6;0.00
6;175002;6;0.00
6;175003;6;0.00
6;178001H;6;0.00
6;178002H;6;0.00
6;178003H;6;0.00
6;178004H;6;0.00
6;178005H;6;0.00
6;178008H;6;0.00
6;178009H;6;0.00
6;178015H;6;0.00
6;178016H;6;0.00
6;178017H;6;0.00
6;179002H;6;0.00
6;180002H;6;0.00
